Year,State Name,Dist Name,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),JANUARY PERCIPITATION (Millimeters),FEBRUARY PERCIPITATION (Millimeters),MARCH PERCIPITATION (Millimeters),APRIL PERCIPITATION (Millimeters),MAY PERCIPITATION (Millimeters),JUNE PERCIPITATION (Millimeters),JULY PERCIPITATION (Millimeters),AUGUST PERCIPITATION (Millimeters),SEPTEMBER PERCIPITATION (Millimeters),OCTOBER PERCIPITATION (Millimeters),NOVEMBER PERCIPITATION (Millimeters),DECEMBER PERCIPITATION (Millimeters),JANUARY MINIMUM (Centigrate),FEBRUARY MINIMUM (Centigrate),MARCH MINIMUM (Centigrate),APRIL MINIMUM (Centigrate),MAY MINIMUM (Centigrate),JUNE MINIMUM (Centigrate),JULY MINIMUM (Centigrate),AUGUST MINIMUM (Centigrate),SEPTEMBER MINIMUM (Centigrate),OCTOBER MINIMUM (Centigrate),NOVEMBER MINIMUM (Centigrate),DECEMBER MINIMUM (Centigrate),JANUARY MAXIMUM (Centigrate),FEBRUARY MAXIMUM (Centigrate),MARCH MAXIMUM (Centigrate),APRIL MAXIMUM (Centigrate),MAY MAXIMUM (Centigrate),JUNE MAXIMUM (Centigrate),JULY MAXIMUM (Centigrate),AUGUST MAXIMUM (Centigrate),SEPTEMBER MAXIMUM (Centigrate),OCTOBER MAXIMUM (Centigrate),NOVEMBER MAXIMUM (Centigrate),DECEMBER MAXIMUM (Centigrate),JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters),JANUARY ACTUAL (Millimeters),FEBRUARY ACTUAL (Millimeters),MARCH ACTUAL (Millimeters),APRIL ACTUAL (Millimeters),MAY ACTUAL (Millimeters),JUNE ACTUAL (Millimeters),JULY ACTUAL (Millimeters),AUGUST ACTUAL (Millimeters),SEPTEMBER ACTUAL (Millimeters),OCTOBER ACTUAL (Millimeters),NOVEMBER ACTUAL (Millimeters),DECEMBER ACTUAL (Millimeters),JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
2000,Assam,Darrang,6.0,0.0,0,23.25,11.2,71.97,157.53,484.09,435.93,149.5,305.54,151.87,71.52,5.9399999999999995,2.62,13.35,14.94,19.03,21.29,25.3,27.46,25.95,28.19,28.14,25.92,20.14,15.04,23.98,28.79,30.13,32.72,34.4,33.16,32.86,32.489999999999995,33.09,32.760000000000005,32.129999999999995,27.51,25.65,45.68,35.45,0.0,0.0,0.0,,0.0,0.0,15.69,30.59,41.58,35.71,79.42,128.45999999999998,135.43,119.31,118.88,116.7,106.15,87.95,45.32,31.52,65.22999999999999,79.38,115.87,129.45999999999998,134.43,118.31,118.88,,106.15,100.65,74.91,63.74,884.5,184.41,60.62,201.46,10.690000000000001,20.82,13.05,14.41,376.17,,157.48,7647.0,51.22,23.54,17.21,4295.0,28.63,15.54,11.42,3598.0,24.15,10.66,9.21,15536.0,45.74,27.85
2000,Assam,Dibrugarh,5.0,0.0,0,64.02000000000001,34.22,93.5,325.36,367.87,377.62,456.45,497.38,342.04,90.53,41.99,3.57,11.1,13.54,18.560000000000002,,24.36,27.78,27.16,27.46,25.94,23.24,19.71,14.44,24.15,24.39,28.68,28.28,33.68,31.76,32.1,31.09,32.879999999999995,32.16,31.23,25.51,4.49,23.18,8.24,,0.0,0.0,0.0,0.0,0.0,3.65,,56.69,47.51,94.07,112.23,117.42,109.61,115.47,111.02,101.45,89.63,57.93,,59.18,66.68,99.31,110.23,,111.61,115.47,109.02,102.45,91.28,70.48,56.38,718.78,166.1,54.36,201.53,9.72,10.73,3.17,3.89,249.3,324.84,135.2,6404.0,49.09,30.1,21.89,4040.0,33.69,20.46,14.54,3157.0,25.21,16.869999999999997,12.81,13596.0,56.42,44.24
2000,Assam,Goalpara,3.0,0.0,0,28.76,16.28,92.76,239.27,685.32,561.79,256.91999999999996,461.55,248.72,100.29,1.96,4.18,12.83,14.08,19.98,22.71,26.39,26.57,26.47,26.93,27.58,23.48,22.03,13.62,23.52,,31.89,31.73,33.16,32.879999999999995,,31.99,34.32,32.260000000000005,31.44,,27.55,49.09,23.26,0.0,0.0,0.0,0.0,0.0,0.0,4.68,29.35,40.15,33.1,96.08,134.84,133.69,119.11,116.56,116.72,106.38,99.57,50.24,33.64,66.71000000000001,77.19,117.34,134.84,135.69,119.11,117.56,116.72,105.38,101.25,77.6,65.64,1028.75,299.78,105.88,141.88,12.65,28.22,15.09,,404.9,,159.2,13191.0,49.18,35.9,24.06,7208.0,26.77,20.97,14.51,7561.0,31.04,20.86,14.07,27957.0,71.73,48.64
2000,Assam,Kamrup,15.0,2.0,913,23.48,17.619999999999997,92.22,227.31,512.6700000000001,458.72,212.78,397.86,,86.78,2.3899999999999997,4.55,13.1,,19.16,21.58,27.05,27.28,27.94,28.15,27.89,23.82,18.7,14.0,24.48,28.59,29.84,33.480000000000004,32.010000000000005,34.769999999999996,33.29,34.0,32.36,33.21,31.06,25.99,26.05,38.77,26.4,0.0,0.0,0.0,0.0,0.0,0.0,11.68,30.16,41.39,41.2,96.34,131.88,134.36,116.32,,115.69,105.1,94.31,48.32,31.74,64.44,77.96,116.74,132.88,134.36,115.32,118.2,117.69,107.1,101.99,76.48,64.45,987.7,223.57,45.36,118.78,9.3,43.47,7.22,14.19,,769.01,150.04,17194.0,51.75,35.36,24.38,9677.0,30.43,19.78,13.6,8402.0,26.82,17.3,12.94,35271.0,70.44,47.92
2000,Assam,Karbi Anglong,67.0,6.0,764,35.53,17.57,88.73,147.21,380.42,350.23,202.92,429.8,204.74,105.73,13.73,2.94,,11.38,15.62,21.13,23.14,24.05,27.44,25.16,25.88,22.7,18.68,,23.05,24.59,28.43,29.44,32.239999999999995,32.25,33.9,32.95,32.15,30.58,30.12,24.55,18.58,35.1,21.99,3.86,0.0,0.0,0.0,0.0,0.0,3.4699999999999998,24.88,47.9,41.53,92.09,121.97,131.34,113.66,116.83,113.23,101.33,95.76,49.69,34.2,63.48,75.63,114.08,126.83,129.34,114.66,118.82,112.23,101.33,96.22,71.57,61.9,1036.4,315.66,596.4,0.0,0.0,0.0,0.0,0.0,130.34,198.6,155.82,519.0,60.03,8.08,,332.0,38.83,3.61,2.69,79.0,12.14,2.59,3.38,924.0,8.29,6.71
2000,Assam,Lakhimpur,7.0,0.0,0,61.46,28.48,90.76,252.03,511.92,557.92,436.57,622.03,414.08,90.18,31.45,,12.78,15.04,18.29,19.77,23.77,25.84,27.27,27.37,25.08,22.75,19.33,11.99,24.47,27.37,29.73,30.48,34.18,35.260000000000005,33.980000000000004,35.0,31.69,,30.79,27.2,4.22,28.03,15.94,0.0,0.0,0.0,0.0,0.0,0.0,6.59,16.060000000000002,59.11,45.1,94.4,119.59,123.63,115.32,118.79,114.2,105.36,90.95,55.95,32.980000000000004,61.33,71.13,104.33,117.59,123.63,112.32,119.79,112.2,103.36,95.54,72.01,56.18,562.72,103.23,90.16,136.95,20.09,24.15,9.9,10.67,166.78,287.68,,744.0,60.23,7.55,6.59,280.0,22.5,2.71,4.97,279.0,23.27,2.69,2.96,1294.0,8.940000000000001,8.530000000000001
2000,Assam,Nagaon,9.0,0.0,0,27.15,12.47,73.87,119.78,361.78,340.01,169.03,371.5,,89.83,8.54,2.02,13.2,14.25,18.4,22.97,26.29,26.65,27.23,25.9,26.86,24.73,20.41,13.2,26.68,28.57,32.16,33.21,,34.85,36.79,32.82,32.19,,31.86,26.22,25.34,40.23,36.48,16.46,,0.0,2.06,0.0,0.0,7.84,28.95,42.95,,83.59,116.63,135.45,,123.14,117.39,104.84,95.45,50.85,33.57,65.28999999999999,79.61,118.06,131.08,137.45,118.61,123.21,117.39,106.84,99.29,76.81,63.02,573.8,118.56,31.65,54.73,6.21,15.3,4.890000000000001,4.3,338.13,511.66,153.33,19926.0,67.83,63.27,40.17,6433.0,22.6,22.13,14.64,4861.0,17.560000000000002,16.45,13.55,31213.0,95.85,63.36
2000,Assam,Sibsagar,2.0,0.0,0,51.26,,89.3,282.42,410.45,360.78,403.07,,312.43,94.74,38.48,2.63,14.07,16.68,15.98,21.88,26.77,28.06,26.49,28.56,25.18,23.66,17.9,12.62,25.35,24.66,30.05,28.92,33.870000000000005,35.1,32.83,31.61,33.379999999999995,34.16,31.19,27.33,8.9,28.86,10.54,0.0,0.0,,0.0,0.0,0.0,6.029999999999999,16.65,,44.47,90.96,114.27,120.54,112.97,116.8,110.02,101.14,93.01,,33.75,,69.34,99.5,117.27,121.54,110.98,116.8,110.02,102.14,93.03,69.09,56.38,900.46,225.49,43.51,167.86,15.31,24.05,18.93,,381.13,475.94,127.14,3510.0,,11.3,11.43,2289.0,31.14,7.06,8.85,1798.0,25.65,,7.8,7591.0,21.12,18.08
2000,Bihar,Muzaffarpur,-7.0,-9.0,-6,5.73,5.73,9.09,14.79,61.76,187.04,212.59,270.8,201.37,4.0,1.21,0.0,14.48,14.71,19.33,24.49,26.61,29.94,,29.37,26.73,23.61,19.73,11.12,25.81,25.5,33.79,38.6,36.92,35.55,35.26,36.05,34.68,36.05,33.55,27.55,37.97,51.71,98.87,156.89,118.87,0.0,0.0,0.0,0.0,42.34,40.52,35.4,,34.91,25.54,67.0,149.8,133.0,125.03,112.68,71.44,45.24,26.11,70.37,87.17,131.79,177.44,185.87,146.8,133.0,126.03,113.68,113.78,81.76,64.4,784.17,0.0,34.81,175.03,4.7,5.83,5.18,55.36,479.71,739.04,155.29,70023.0,77.88,148.58,97.0,16208.0,,36.92,24.99,6054.0,8.559999999999999,16.67,11.21,92281.0,195.17,126.2
2000,Bihar,Darbhanga,,-8.0,-6,7.43,8.59,12.07,21.88,76.14,206.87,216.25,298.12,199.06,11.27,4.32,,,15.63,19.23,22.51,,29.59,26.97,26.96,27.49,23.6,,12.29,27.14,27.73,32.730000000000004,36.61,36.11,33.98,33.9,35.879999999999995,32.59,34.83,,27.08,37.0,51.87,105.53,148.91,100.99,0.0,0.0,0.0,0.0,37.77,44.34,36.03,36.55,32.17,32.59,79.67,145.03,131.42000000000002,124.46,,74.98,41.21,27.08,69.04,86.42,132.69,176.5,176.67,144.03,130.42000000000002,121.46,111.1,110.75,,65.06,872.97,0.0,9.67,211.02,3.69,2.69,8.93,23.91,585.67,780.5,136.38,56167.0,74.62,99.23,74.15,18974.0,26.85,36.5,27.37,4403.0,6.53,8.54,8.65,79541.0,137.27,106.17
2000,Bihar,Saharsa,-6.0,-9.0,-8,7.28,9.6,17.42,32.260000000000005,83.08,210.11,220.23,304.56,227.09,22.25,3.49,0.0,12.66,15.95,18.73,25.67,25.35,26.4,29.05,28.92,26.61,24.49,18.869999999999997,11.65,26.6,26.17,33.120000000000005,39.24,38.22,35.14,33.06,32.85,32.75,35.7,30.79,29.47,35.54,49.25,102.6,139.33,93.51,0.0,0.0,0.0,0.0,33.6,40.11,37.48,40.14,36.1,43.93,84.2,143.01,130.09,122.47,110.96,79.21,47.07,29.32,70.02,85.39,133.7,180.26,176.7,140.01,127.09,121.48,111.96,112.81,85.19,64.33,406.16,0.0,34.29,81.12,3.07,5.47,9.57,11.6,269.17,488.36,184.74,16243.0,74.99,61.57,34.33,4582.0,23.01,19.07,13.39,2060.0,10.0,10.67,5.22,22881.0,88.31,50.94
2000,Bihar,Purnea,,-6.0,-6,12.78,,21.35,57.08,151.68,256.15,267.52,363.37,289.15,44.1,3.8,0.0,,,17.57,25.23,25.13,28.55,27.09,28.98,28.6,23.08,16.79,13.54,27.14,26.8,35.4,36.91,36.31,33.8,35.980000000000004,33.86,34.010000000000005,35.769999999999996,33.010000000000005,28.04,34.6,49.69,104.6,116.07,33.769999999999996,0.0,0.0,0.0,0.0,26.39,40.75,39.98,38.53,35.19,61.2,140.84,137.46,129.15,121.31,111.38,84.74,46.53,27.75,69.58,86.22,136.79,174.28,169.61,136.46,126.15,121.31,112.38,111.13,86.27,64.75,1070.02,6.09,54.22,186.34,7.84,2.13,22.83,87.38,674.45,1056.94,160.5,52416.0,72.73,80.83,50.73,16059.0,25.67,27.84,19.23,5637.0,10.6,12.37,8.35,74106.0,113.04,73.31
2000,Bihar,Saran,-8.0,-9.0,-9,5.33,6.28,4.970000000000001,12.24,43.57,171.63,210.9,269.08,236.24,4.03,4.05,0.0,13.71,13.3,20.98,,26.35,29.59,30.59,30.86,27.19,23.79,18.01,14.41,26.71,25.6,35.019999999999996,39.64,41.42,38.92,35.72,35.38,33.980000000000004,35.27,33.66,27.37,38.65,52.64,97.47,164.01,147.32,3.3,0.0,0.0,0.0,42.48,,33.05,39.37,38.69,,51.5,156.12,131.13,,113.68,74.54,44.91,,67.68,87.01,137.16,188.32,196.83,155.42,131.13,127.13,114.68,114.02,82.91,62.78,694.07,0.0,35.55,98.64,4.42,1.6600000000000001,9.82,16.11,518.31,728.32,141.95,34210.0,76.63,68.38,51.1,9977.0,22.47,21.36,17.73,2279.0,7.9,7.42,5.13,46461.0,94.15,66.96000000000001
2000,Bihar,Patna,,-7.0,-7,5.25,10.75,8.219999999999999,12.6,34.66,160.64,176.79,208.98,234.23,7.71,3.22,0.0,11.78,13.89,21.79,27.49,29.72,31.15,27.77,27.94,26.16,23.97,20.37,,26.79,28.77,35.32,37.68,41.0,37.06,35.12,36.54,33.0,36.11,33.64,28.44,39.58,53.68,101.59,168.57,168.51,11.19,0.0,0.0,0.0,42.61,44.02,35.84,42.58,39.41,28.56,42.13,147.89,131.76,126.72,112.86,71.87,45.85,29.63,69.42,91.26,140.0,193.13,207.64,159.08,130.77,123.72,,113.48,83.87,68.46,552.97,5.7,16.34,117.46,3.01,3.14,3.24,22.86,394.52,522.7,,57494.0,78.23,149.47,113.2,15990.0,22.2,44.73,31.64,,5.57,8.940000000000001,4.71,75419.0,193.14,145.56
2000,Bihar,Mungair,-6.0,-6.0,-9,11.47,10.23,,25.32,60.54,161.19,187.49,222.76,223.36,34.31,1.76,0.0,12.05,16.740000000000002,19.06,26.16,29.65,27.16,30.41,28.18,26.84,24.6,19.25,13.19,,27.5,35.769999999999996,40.13,39.61,38.97,34.57,36.17,34.96,35.71,31.79,30.27,34.78,50.36,,159.15,121.0,3.73,0.0,0.0,0.0,32.29,38.77,39.38,44.94,40.93,38.88,67.47,147.07,128.15,123.14,111.69,85.97,47.33,32.56,75.17,91.3,140.62,195.03,187.48,145.8,127.15,120.14,113.69,112.27,86.1,70.67,973.93,135.83,81.43,167.2,15.15,3.29,40.16,102.42,434.23,597.08,139.68,65092.0,75.34,154.59,110.38,18408.0,24.74,44.59,31.93,5252.0,8.92,14.15,12.82,,206.32,150.13
2000,Bihar,Bhagalpur,-7.0,-9.0,-6,14.56,12.84,13.2,38.22,88.11,170.9,211.92,264.86,226.73,48.61,4.23,0.0,11.55,13.33,19.25,25.11,26.09,29.94,27.46,27.37,28.18,25.68,20.18,,24.87,,33.59,37.16,39.48,35.13,34.59,33.24,34.519999999999996,36.07,33.980000000000004,28.72,34.59,49.67,107.0,141.97,92.12,2.12,0.0,0.0,0.0,27.62,37.82,39.94,41.38,34.47,48.69,90.47,142.29,126.67,123.44,114.68,90.57,47.81,31.76,70.52,89.06,138.47,188.66,178.59,140.41,127.67,122.44,111.68,112.19,85.64,67.17,563.92,47.39,67.71,109.39,13.34,6.359999999999999,8.690000000000001,9.809999999999999,300.8,375.69,128.31,32522.0,74.96,109.47,91.25,11402.0,28.88,42.03,33.59,1906.0,8.16,10.35,9.11,45827.0,154.85,123.95
2000,Bihar,Gaya,-6.0,-6.0,-6,3.42,14.26,6.05,,14.11,146.67,147.34,163.26,217.27,10.09,2.32,0.0,11.94,16.619999999999997,22.15,28.36,28.63,27.75,30.06,29.42,25.56,23.33,18.15,13.76,27.48,28.44,33.86,41.07,42.92,40.66,,34.55,34.17,33.12,31.7,27.87,41.42,57.95,120.61,176.75,196.14,,0.0,,0.0,56.6,53.85,34.56,,28.51,20.42,23.51,143.12,127.02,121.07,111.06,59.62,35.89,22.13,72.98,95.1,144.13,196.17,215.65,158.47,128.01999999999998,119.07,111.06,115.23,85.73,72.36,1230.18,158.84,63.89,186.87,10.67,8.17,30.32,205.55,582.7,785.26,,82212.0,86.18,146.06,108.82,13247.0,15.72,23.89,17.89,1061.0,4.1,5.83,4.35,96514.0,167.78,124.06
2000,Chhattisgarh,Durg,0.0,0.0,0,3.03,23.03,0.0,7.11,21.42,242.18,383.32,253.41,133.23,12.68,,0.0,18.05,18.39,21.16,28.29,31.84,27.01,28.03,25.65,27.91,24.65,17.74,16.97,31.82,32.03,35.7,41.4,43.29,,31.33,31.58,32.870000000000005,35.45,33.43,29.9,55.77,65.88,145.25,,204.8,0.0,0.0,,0.0,43.3,46.84,37.0,51.2,19.59,14.33,25.84,166.1,116.02,110.76,115.49,80.62,,36.48,90.77,114.08,163.82,,232.65,168.1,118.02,112.76,,121.92,97.21,80.9,1989.7,496.04,37.99,147.21,46.0,138.88,46.42,63.43,1029.38,1215.93,121.29,35351.0,60.45,38.47,33.14,18397.0,34.93,18.94,16.16,5724.0,12.62,,8.719999999999999,59467.0,61.99,50.03
2000,Chhattisgarh,Bastar,,2.0,2503,0.0,27.29,2.07,23.33,31.62,328.44,299.85,459.13,138.96,30.37,2.23,1.1,15.6,18.21,21.61,26.94,28.29,23.17,24.04,23.87,24.15,25.03,16.57,,32.22,33.65,35.14,39.98,41.46,35.620000000000005,28.94,31.87,33.16,33.34,29.69,30.98,68.97,74.53,,163.35,174.24,0.0,0.0,0.0,0.0,33.57,49.17,35.68,44.54,12.85,29.55,,152.19,116.14,112.23,114.25,84.9,53.75,37.16,99.65,119.07,166.56,191.91,208.83,,115.14,110.23,113.25,118.47,98.92,87.53,3907.99,2412.97,105.23,107.05,199.54,126.5,49.69,55.31,861.61,885.01,104.72,7064.0,68.35,10.2,9.99,2554.0,27.34,5.96,3.89,872.0,9.31,2.01,2.99,10485.0,13.18,12.86
2000,Chhattisgarh,Raipur,0.0,0.0,0,1.03,24.09,0.0,7.84,15.48,259.47,379.11,270.27,136.36,13.11,0.0,0.0,18.060000000000002,19.51,,27.48,,28.05,27.08,27.52,24.88,23.86,17.88,15.02,32.95,30.19,37.38,43.33,43.21,38.68,34.69,32.8,33.94,34.4,33.36,30.01,54.42,62.97,139.99,176.99,210.11,0.0,0.0,0.0,0.0,41.16,47.82,37.66,49.92,21.42,16.3,23.51,164.85,118.0,110.39,114.17,78.84,,35.9,90.08,108.89,160.4,195.28,232.63,165.85,118.0,112.39,116.17,119.01,93.93,80.97,2253.13,892.25,,155.31,42.94,142.16,37.33,39.62,,1050.84,112.55,47703.0,58.73,51.83,46.57,26149.0,32.64,30.86,25.98,8786.0,13.63,12.36,12.39,82629.0,91.05,79.93
2000,Chhattisgarh,Raigarh,0.0,0.0,0,3.19,14.85,0.0,4.27,25.25,911.95,452.88,,244.83,37.97,5.23,5.92,18.75,18.98,23.84,29.54,30.45,28.05,,27.09,24.28,24.12,19.07,15.72,30.88,31.76,36.12,38.9,39.04,34.66,32.57,30.91,32.010000000000005,34.71,34.16,32.489999999999995,69.83,79.15,137.93,171.9,174.68,0.0,0.0,0.0,0.0,35.66,47.97,36.05,33.75,22.2,18.6,29.54,149.4,109.99,109.88,114.94,90.67,59.8,40.97,103.88,109.9,160.13,185.5,204.22,149.4,112.99,109.88,114.94,120.33,107.77,91.38,1301.51,387.34,121.0,74.23,18.61,106.68,34.97,42.5,536.19,566.05,107.98,12039.0,56.37,26.57,,7876.0,,16.77,,1829.0,12.4,7.42,4.23,21736.0,43.76,42.46
2000,Chhattisgarh,Surguja,,0.0,0,2.8,21.81,0.0,12.23,10.62,217.24,242.3,200.92,262.0,,1.09,0.0,14.51,16.92,18.65,25.58,28.43,24.1,23.72,26.93,23.82,23.99,14.36,10.07,26.18,27.11,32.7,,42.32,36.46,33.41,32.620000000000005,31.7,33.95,30.17,26.64,48.98,52.62,130.0,160.25,192.89,0.0,0.0,0.0,0.0,41.46,42.81,34.53,44.09,17.97,21.75,16.79,149.28,108.53,104.38,105.71,73.24,45.84,31.66,78.52,94.71,145.97,178.99,209.68,,106.53,104.38,107.71,110.7,84.65,72.65,2203.21,,24.92,98.4,0.0,218.14,43.2,57.08,599.03,684.39,115.51,9048.0,58.05,17.2,15.28,5890.0,39.48,12.9,12.64,1209.0,9.469999999999999,6.029999999999999,2.77,16141.0,31.12,
2000,Gujarat,Ahmedabad,2092.0,2036.0,973,0.0,2.08,0.0,0.0,4.62,68.97,400.57,109.56,9.61,3.38,3.12,2.83,14.06,14.64,18.8,26.84,28.29,29.45,28.42,26.08,25.18,26.46,18.68,,32.739999999999995,32.230000000000004,39.18,43.59,44.2,39.1,36.47,35.55,34.83,37.36,37.42,33.739999999999995,96.93,114.56,177.09,220.92,237.55,135.63,0.0,13.2,62.65,93.38,85.68,8.09,7.25,3.54,6.09,7.27,,139.33,120.03,83.67,54.35,30.24,17.03,101.02,119.81,178.63,224.01,237.82,199.83,140.33,,142.32,146.74,110.92,88.49,906.18,12.84,70.98,81.93,32.84,36.86,5.9,85.31,595.51,654.5,112.29,,71.24,59.12,51.98,9877.0,21.63,17.66,16.11,5333.0,13.13,12.99,9.15,47866.0,82.78,74.24
2000,Gujarat,Amreli,976.0,770.0,792,0.0,,0.0,0.0,2.6,83.19,306.54,107.18,,11.75,4.22,2.83,14.89,16.759999999999998,22.46,29.41,28.91,30.8,28.09,29.35,25.49,24.93,21.43,19.21,30.11,33.29,35.87,38.54,40.52,38.54,33.68,33.95,35.2,38.41,,34.2,105.13,114.39,170.02,201.64,218.42,102.47,0.0,13.78,56.46,107.72,95.52,2.79,1.6800000000000002,2.59,1.52,4.98,78.59,137.24,118.04,78.04,33.56,13.45,10.91,103.92,118.07,171.61,203.16,221.4,179.06,137.24,127.82,133.5,138.29,105.97,94.6,743.2,38.5,24.6,48.0,16.1,55.3,6.1,32.6,,545.8,104.64,12014.0,57.3,23.41,23.04,9723.0,44.96,21.14,21.85,387.0,4.75,3.7199999999999998,1.71,22120.0,44.26,43.6
2000,Gujarat,Banaskantha,59.0,107.0,1913,1.08,4.38,1.02,2.07,1.48,21.39,342.46,71.7,,4.74,4.6899999999999995,3.48,13.95,14.17,19.73,28.2,29.2,30.83,26.66,26.36,27.34,25.29,16.17,14.0,32.19,34.15,40.04,43.63,42.05,40.01,35.36,34.95,,38.09,37.86,32.14,97.77,114.96,175.03,227.76,261.02,210.68,0.0,31.35,104.56,125.48,95.81,2.49,3.44,2.89,4.78,5.04,21.93,148.55,106.0,47.53,18.36,11.74,9.36,101.26,113.41,174.92,229.54,260.06,228.61,149.55,138.34,148.09,140.84,104.55,86.26,1047.9,106.2,38.1,55.9,21.6,66.1,0.0,45.3,730.7,1012.3,142.75,42867.0,70.18,61.99,45.51,16321.0,30.34,25.46,18.19,2785.0,7.49,7.83,5.76,61969.0,89.27,65.46000000000001
2000,Gujarat,Bharuch,1196.0,172.0,1433,0.0,1.04,0.0,0.0,5.529999999999999,161.37,432.86,178.76,29.94,8.469999999999999,2.35,3.94,14.07,15.09,,26.08,28.08,30.9,26.34,29.42,25.19,24.93,19.16,14.96,32.34,34.83,37.49,42.95,39.28,37.67,33.18,34.75,36.98,38.76,36.38,37.14,99.15,121.29,182.42,,225.46,37.2,0.0,1.92,43.73,72.28,77.42,18.52,12.55,10.11,5.38,8.73,143.83,133.4,129.06,91.05,80.92,45.66,,116.66,130.84,189.53,219.98,228.2,177.03,130.4,129.98000000000002,,149.2,119.08,105.52,806.8,145.8,28.1,105.4,36.0,28.0,0.0,44.8,435.7,,104.81,21072.0,68.25,52.69,50.3,6388.0,22.77,17.759999999999998,,4839.0,16.97,15.17,13.08,32292.0,75.62,75.02
2000,Gujarat,Bhavnagar,1755.0,2112.0,1202,,0.0,0.0,0.0,2.37,124.21,295.25,109.06,19.78,7.32,3.27,1.9300000000000002,16.36,19.490000000000002,20.97,26.88,27.75,29.34,27.73,29.22,26.34,25.87,20.62,18.53,32.57,30.7,36.97,38.97,42.08,40.41,35.36,33.879999999999995,33.99,38.86,35.72,35.06,,122.7,179.28,208.59,224.58,65.84,0.0,14.35,61.8,113.47,100.25,3.4299999999999997,5.18,3.0,2.86,4.04,120.5,137.26,119.16,77.63,35.73,16.4,11.05,112.76,124.89,181.29,211.45,226.62,182.34,137.27,132.52,134.44,145.2,113.66,102.16,860.0,31.0,100.5,,,65.3,2.0,49.7,538.8,548.2,104.19,16617.0,62.87,32.89,32.53,10425.0,39.18,21.38,22.15,263.0,3.95,3.48,2.48,27297.0,51.75,52.16
2000,Gujarat,Valsad,0.0,0.0,0,0.0,0.0,0.0,0.0,7.46,777.62,757.67,642.38,123.26,23.93,5.34,4.98,16.619999999999997,18.3,,26.87,28.93,26.64,,26.37,26.22,26.0,20.29,19.46,,32.21,37.26,37.84,36.1,34.87,32.31,33.879999999999995,,34.26,36.93,33.91,71.18,97.41,156.65,189.96,186.76,0.0,0.0,0.0,7.11,45.91,57.25,45.1,26.73,16.7,11.09,11.83,147.85,116.48,112.29,116.77,90.6,61.0,43.46,115.28,122.15,168.35,199.05,195.6,148.85,118.48,112.29,120.88,135.51,117.25,103.32,515.5,129.5,16.7,39.7,20.9,9.8,0.0,3.4,312.5,356.1,116.13,18180.0,51.11,60.92,54.62,9412.0,28.94,33.510000000000005,30.73,8687.0,25.95,32.16,26.67,36278.0,118.58,104.02
